ID,Airplane Tail,Software Crate Number,Software Part Number,Features,Episode Start Date
1131,NEHTFG,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T22:46:03
1132,NEHTFG,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-09T23:22:26
1133,NTZPMR,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-10T00:27:15
1134,NEHTFG,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-10T01:36:25
1135,NULOTN,KDIHZ-4ZG48-EFF14,59KZR-BUS59-7ASO5,['F5'],2022-10-10T20:49:43
1136,NHVOTR,UOTBR-8SR2N-JGO9K,S15U8-K15XL-ZHFVD,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-10T21:02:25
1137,NHVOTR,TFYHK-HPODX-1AEQA,S15U8-K15XL-ZHFVD,"['S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-10-10T21:16:55
1138,NBKGAZ,STQDY-KWFVX-NN6Y7,NCBFE-OSAW6-ONXIL,['E3'],2022-10-11T21:17:07
1139,NBKGAZ,2VCT4-XOON5-0CTCD,S03UW-WSR98-CZ385,['E3'],2022-10-11T21:36:02
1140,NBKGAZ,5S7A1-QV2GM-BS1C3,NCBFE-OSAW6-ONXIL,['E3'],2022-10-11T22:54:39
1141,NBQGGL,ZERRI-5MAEU-RW982,OLJ67-0QC9V-O4SUF,['E3'],2022-10-11T23:35:41
1142,NBQGGL,74CUZ-397DA-YKLO9,58AT5-H1OGL-LUEP6,['F5'],2022-10-11T23:47:13
1143,NALIMR,G1GLY-X419U-CA6JE,VM0J8-W1HRH-KBWDF,['F5'],2022-10-16T10:01:49
1144,NBKGAZ,UZG3Y-6G64X-TR1RM,2FZOW-G5LNO-PA8TI,['F5'],2022-10-18T16:54:29
1145,NBKGAZ,NMZ4W-5ZFKY-J030O,2FZOW-G5LNO-PA8TI,['E3'],2022-10-18T16:54:29
1146,NBKGAZ,V0NVF-I26AO-OREG6,2FZOW-G5LNO-PA8TI,['F5'],2022-10-18T16:55:47
1147,NBKGAZ,WV0I6-N12D1-QCPV9,2FZOW-G5LNO-PA8TI,"['S1', 'F2', 'E1']",2022-10-18T17:04:16
1148,NBKGAZ,IYKJM-91806-OQ0SM,2FZOW-G5LNO-PA8TI,['F5'],2022-10-18T19:23:44
1149,NBKGAZ,QP241-PAQTP-UN28S,2FZOW-G5LNO-PA8TI,"['S1', 'F2', 'E1']",2022-10-18T19:25:50
1150,NBKGAZ,E8DS0-6JPDQ-94TC8,2FZOW-G5LNO-PA8TI,['F5'],2022-10-18T20:49:05
1151,NBKGAZ,QP241-PAQTP-UN28S,2FZOW-G5LNO-PA8TI,"['S1', 'F2', 'E1']",2022-10-18T20:50:34
1152,NBKGAZ,KW0T6-Y719K-YPQG2,NCBFE-OSAW6-ONXIL,['E3'],2022-10-18T23:04:44
1153,NWLHMT,PQ141-G42KV-H3RBP,59KZR-BUS59-7ASO5,['F5'],2022-10-19T13:25:37
1154,NIJHTC,3Z79Y-5DXQO-57PEP,59KZR-BUS59-7ASO5,['F5'],2022-10-19T13:48:24
1155,NTZPMR,DGECX-XU08Y-GKQ47,59KZR-BUS59-7ASO5,['F5'],2022-10-19T14:14:15
1156,NHVOTR,O6NAD-JSN3L-LYBIT,KDTSY-844CT-ZVPR7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-20T00:38:16
1157,NSSQEM,IK6EE-RAEUJ-ED643,OLJ67-0QC9V-O4SUF,['F5'],2022-10-27T14:12:32
1158,NSSQEM,WTHYA-FJ0DV-QJ6RY,MYKSU-3HRJC-T4AHD,['E3'],2022-10-27T14:44:37
1159,NSSQEM,2DOJD-TQ8KM-Z4VCO,IIFP7-1KOW0-08Y4X,['E3'],2022-10-30T20:13:06
1160,NSSQEM,7VQRX-4T8WH-RA21G,IVVRY-2Y8GF-BZR2J,['E3'],2022-10-30T20:13:32
1161,NSSQEM,SNCWU-HUM1K-OOZOH,VQIW3-4II0X-5W6TB,['E3'],2022-10-30T20:14:11
1162,NSSQEM,6B6HZ-ROPBS-TGXRJ,6UVNQ-WZYGZ-IOALJ,['E3'],2022-10-30T20:14:21
1163,NSSQEM,YLWDH-2RNB7-OEOG6,CPYL2-45KJ8-UBTF5,['E3'],2022-10-30T20:15:38
1164,NSSQEM,FZLO5-AVNIA-3H8E5,ZZTNO-A26YU-2AWBE,['E3'],2022-10-30T20:15:50
1165,NSSQEM,FN8YM-BVRPN-MYVP7,3P61V-43S0D-79O1Y,['E3'],2022-10-30T20:15:59
1166,NSSQEM,V9W5V-FUB4G-9M4EJ,69T3X-V6HKO-NNU4I,['E3'],2022-10-30T20:16:16
1167,NSSQEM,WNKN3-X229S-7K752,Z1OZI-SRSGW-4WZ1W,['E3'],2022-10-30T20:16:29
1168,NSSQEM,AE21J-C77VL-EHFOF,ZCOXI-S9VCJ-0MSDV,['E3'],2022-10-30T20:31:00
1169,NFPWOK,IX521-FMBFS-RNPP9,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-30T22:31:55
1170,NEHTFG,IX521-FMBFS-RNPP9,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-30T22:33:00
1171,NLXADM,IX521-FMBFS-RNPP9,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-30T22:33:03
1172,NDWOVW,IX521-FMBFS-RNPP9,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-30T22:33:11
1173,NIJHTC,V5RRG-EJ04B-TIBVN,PAV0E-UFUV5-L97RJ,['F5'],2022-10-30T22:45:20
1174,NIJHTC,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-30T22:45:33
1175,NWLHMT,IEYX7-QM5CT-O6C5Q,PAV0E-UFUV5-L97RJ,['F5'],2022-10-30T23:02:06
1176,NWLHMT,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-30T23:02:09
1177,NXIBKV,UOJ8F-V2RDJ-7A20Q,PAV0E-UFUV5-L97RJ,['F5'],2022-10-30T23:06:09
1178,NXIBKV,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-30T23:06:48
1179,NLBOHD,ZZLMF-EP3E5-DFE2L,PAV0E-UFUV5-L97RJ,['F5'],2022-10-30T23:08:43
1180,NLBOHD,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'E1']",2022-10-30T23:09:02
1181,NSLXPO,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-10-31T00:02:50
1182,NSLXPO,AVRQ2-1G9W7-K810O,PAV0E-UFUV5-L97RJ,['F5'],2022-10-31T00:02:53
1183,NALIMR,EHENU-T130C-3EZL4,AZ1M5-0IDID-BJXBG,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-31T00:03:39
1184,NMCUZQ,4US4Z-EQSPC-QUHXA,PAV0E-UFUV5-L97RJ,['F5'],2022-10-31T00:12:47
1185,NFBDKL,ZB6TH-UPNEU-REX19,PAV0E-UFUV5-L97RJ,['F5'],2022-10-31T00:12:47
1186,NFBDKL,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-31T00:12:52
1187,NMCUZQ,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-31T00:12:52
1188,NWKQLM,4EV5H-P3OLN-F14S8,PAV0E-UFUV5-L97RJ,['F5'],2022-10-31T00:24:40
1189,NWKQLM,TVAC6-C846Q-I2ANK,NCKEM-FZNLQ-IRV2F,['E3'],2022-10-31T00:24:44
1190,NDLDYG,XLED9-JXOG9-K65WI,PAV0E-UFUV5-L97RJ,['F5'],2022-10-31T01:04:58
1191,NDLDYG,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-31T01:08:14
1192,NTZPMR,IX521-FMBFS-RNPP9,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-31T01:44:12
1193,NULOTN,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-10-31T02:49:04
1194,NULOTN,2DALZ-RZ384-LGPFQ,PAV0E-UFUV5-L97RJ,['F5'],2022-10-31T02:49:20
1195,NTCJJH,IX521-FMBFS-RNPP9,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-31T03:03:38
1196,NTZPMR,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-31T04:53:19
1197,NXIBKV,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-31T09:53:24
1198,NTCJJH,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-01T03:13:08
1199,NSSQEM,SIECF-AMG5O-ZVUOJ,VQIW3-4II0X-5W6TB,['F5'],2022-11-03T18:56:46
1200,NSSQEM,RXWF3-JWFGQ-CYG38,MYKSU-3HRJC-T4AHD,['F5'],2022-11-03T18:56:46
1201,NHVOTR,AS8CQ-TB4KX-GSUD0,YOHM4-THAG9-Q4QTH,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-03T23:16:05
1202,NHVOTR,M0TP7-F27SL-2LPYH,M3DL8-IPM17-X8AH3,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-05T00:10:37
1203,NHVOTR,AS8CQ-TB4KX-GSUD0,YOHM4-THAG9-Q4QTH,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-05T00:27:18
1204,NAEDAI,XMMJ1-67VI1-ZSTLM,2S99L-6MC0C-P2DBB,['E3'],2022-11-05T04:40:52
1205,NHVOTR,AS8CQ-TB4KX-GSUD0,YOHM4-THAG9-Q4QTH,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-05T23:50:02
1206,NHVOTR,AS8CQ-TB4KX-GSUD0,YOHM4-THAG9-Q4QTH,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T05:03:06
1207,NHVOTR,AS8CQ-TB4KX-GSUD0,YOHM4-THAG9-Q4QTH,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T08:43:08
1208,NSLXPO,4NKOK-281PF-LBG9J,59KZR-BUS59-7ASO5,['F5'],2022-11-06T18:08:26
1209,NXIBKV,1LD67-JZUUS-AAN1G,59KZR-BUS59-7ASO5,['F5'],2022-11-06T18:09:24
1210,NVPJQW,6UILT-IQYIX-XEC0C,LL6JG-Z6YV7-M71WQ,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T18:50:19
1211,NITVNY,6UILT-IQYIX-XEC0C,LL6JG-Z6YV7-M71WQ,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T18:50:19
1212,NVPJQW,0X70I-3984R-DI7HP,5EU88-HEKRV-PVX9B,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T18:51:10
1213,NITVNY,0X70I-3984R-DI7HP,5EU88-HEKRV-PVX9B,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T18:51:10
1214,NITVNY,BYZZ1-II88L-UF0JC,B80R3-D1KZH-MENCA,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T19:31:36
1215,NVPJQW,BYZZ1-II88L-UF0JC,B80R3-D1KZH-MENCA,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T19:31:36
1216,NDLDYG,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T20:44:18
1217,NOULDM,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T20:44:42
1218,NWKQLM,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T20:44:50
1219,NWUEEA,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T20:46:37
1220,NFPWOK,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T20:55:29
1221,NDWOVW,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T21:00:16
1222,NHVOTR,M0TP7-F27SL-2LPYH,M3DL8-IPM17-X8AH3,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T21:01:53
1223,NTZPMR,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T21:03:54
1224,NEHTFG,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T21:21:06
1225,NHVOTR,M0TP7-F27SL-2LPYH,M3DL8-IPM17-X8AH3,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T21:37:16
1226,NHVOTR,M0TP7-F27SL-2LPYH,M3DL8-IPM17-X8AH3,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T21:46:02
1227,NXTHOW,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T21:46:43
1228,NLXADM,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T21:47:38
1229,NLXADM,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T22:42:20
1230,NSLXPO,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T23:07:42
1231,NWUEEA,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T23:29:05
1232,NIJHTC,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-06T23:45:45
1233,NDWOVW,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-06T23:49:28
1234,NTCJJH,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-07T01:53:01
1235,NLBOHD,ZN955-4NPOV-UY1Y2,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'F1', 'F2', 'F6']",2022-11-07T01:56:17
1236,NXIBKV,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-07T02:25:59
1237,NTCJJH,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-07T03:05:13
1238,NLBOHD,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-07T04:09:44
1239,NLBOHD,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-07T13:02:48
1240,NLBOHD,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-07T13:53:53
1241,NTZPMR,BJ7BH-RI6PT-NL3M0,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:30:38
1242,NLXADM,NK3IG-6X3SK-3PLW4,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:30:57
1243,NDWOVW,SK6VU-2ZBJI-LBY0M,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:34:57
1244,NIJHTC,YBKVD-ZZVAJ-OLOSM,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:37:27
1245,NOULDM,GMGHC-HLKR9-ZOU8U,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:41:11
1246,NFBDKL,BW49S-P12A8-O4YPA,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:44:01
1247,NWLHMT,AOHZK-5ADFP-4MU5O,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:44:01
1248,NMCUZQ,BI6QY-XS2JA-69TDQ,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:44:25
1249,NFBDKL,O1ZE5-BPM9E-WVT83,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:44:25
1250,NTCJJH,MRKW6-2HJ1N-11CMZ,09I6V-1U675-NKCE4,['F5'],2022-11-07T15:58:46
1251,NWKQLM,6DPWY-RW4FZ-CNO81,09I6V-1U675-NKCE4,['F5'],2022-11-07T16:18:33
1252,NDLDYG,598RG-A7NS0-DK89V,09I6V-1U675-NKCE4,['F5'],2022-11-07T16:43:52
1253,NWUEEA,GJA7G-P5XVT-V6NT1,09I6V-1U675-NKCE4,['F5'],2022-11-07T16:52:01
1254,NFPWOK,NKXFZ-UILBT-SODVM,09I6V-1U675-NKCE4,['F5'],2022-11-07T17:16:15
1255,NXIBKV,YPJLC-X08O1-PCRU7,09I6V-1U675-NKCE4,['F5'],2022-11-07T17:31:21
1256,NXTHOW,K1LQR-WIXWX-19DRA,09I6V-1U675-NKCE4,['F5'],2022-11-07T17:57:52
1257,NSLXPO,20LF5-G85U8-DKL5F,09I6V-1U675-NKCE4,['F5'],2022-11-07T18:04:56
1258,NULOTN,FSO3A-U12WS-7KZJ2,09I6V-1U675-NKCE4,['F5'],2022-11-07T18:35:04
1259,NLBOHD,G55D1-VXDV7-SF0OX,09I6V-1U675-NKCE4,['F5'],2022-11-07T19:36:56
1260,NEHTFG,LT4WH-ISRFH-UT3CY,09I6V-1U675-NKCE4,['F5'],2022-11-07T23:50:26
1261,NCFXUR,T0PY0-W9CSD-XW1QH,B9DPC-P6URW-BZCW3,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'E1', 'E1', 'E1']",2022-11-13T01:04:15
1262,NCFXUR,37H6Z-C4UC1-220QK,FSH8U-MMXQS-IRR5E,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-13T01:04:41
1263,NCFXUR,05AN6-KIZQP-3MJVQ,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'E2']",2022-11-13T01:05:04
1264,NCFXUR,WNX0J-UO84T-550F0,9T60Y-JHIUC-LSPZ2,['E3'],2022-11-13T01:05:07
1265,NCFXUR,IFAQV-VQH1P-LOH5L,EBN95-L4H4Y-2AZRQ,"['S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'E1', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'E1', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F1', 'F1', 'F2', 'E1', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'E1', 'E1', 'S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'E1', 'F1', 'F2', 'F1', 'E1', 'F1', 'E1', 'E1', 'F4', 'E1', 'E1', 'E1', 'F1', 'S1', 'E1', 'F1', 'F1', 'F1', 'F2', 'E1', 'E1']",2022-11-13T01:05:17
1266,NCFXUR,D2M2W-SF1RM-JSC3Y,BOVLE-YS4DF-RODW5,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'E1', 'E1']",2022-11-13T01:06:10
1267,NCFXUR,IZQ4I-X111C-PTIZ2,AO9EX-YTOXQ-Z8YY7,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'E1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F2', 'F1', 'E1', 'E1']",2022-11-13T01:06:24
1268,NCFXUR,KQNSM-YT4CK-QTBRR,2WWUR-OGCRX-TBCQG,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'S1', 'E1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'E1', 'F1', 'F2', 'E1', 'E1', 'E1', 'E1', 'E1', 'E1']",2022-11-13T01:06:37
1269,NCFXUR,1I37A-I6C1R-TC6E6,5VOVB-6YHHY-NMTWU,"['S1', 'F1', 'F1', 'F1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'E1', 'S1', 'F1', 'F1', 'F2', 'E1', 'E1']",2022-11-13T01:07:14
1270,NCFXUR,4UIXB-7VYF7-QLJFU,9HYYM-R8I99-WSD51,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'E1', 'E1', 'E1']",2022-11-13T01:17:05
1271,NCFXUR,3XB4M-2R90S-9TM6Q,1O7E8-GE2NF-V8Z8K,['E3'],2022-11-13T01:17:41
1272,NCFXUR,66VKH-0NJCO-RND1H,EQZA3-PGYHS-PGV15,['E3'],2022-11-13T01:57:31
1273,NCFXUR,69QS0-ODRCC-JR73K,EQZA3-PGYHS-PGV15,['F5'],2022-11-13T01:57:31
1274,NCFXUR,ER6M1-XIEPW-I48CL,4866H-7VQPR-EUVIE,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:57:33
1275,NCFXUR,BY541-T2LAQ-6ANMK,B9DPC-P6URW-BZCW3,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:57:35
1276,NCFXUR,37H6Z-C4UC1-220QK,FSH8U-MMXQS-IRR5E,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T01:57:42
1277,NCFXUR,05AN6-KIZQP-3MJVQ,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'F1', 'F2', 'E2']",2022-11-13T01:57:53
1278,NCFXUR,KQV6V-9IYL0-XP240,9T60Y-JHIUC-LSPZ2,['F5'],2022-11-13T01:57:55
1279,NCFXUR,V6IDF-PJJPK-SQPHQ,9T60Y-JHIUC-LSPZ2,['E3'],2022-11-13T01:57:55
1280,NCFXUR,IFAQV-VQH1P-LOH5L,S6V3Y-OXVS6-IAZX7,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:13
1281,NCFXUR,D5PG7-YZ6WS-LV4O5,EBN95-L4H4Y-2AZRQ,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:16
1282,NCFXUR,DKX2V-RKIC0-I5T40,FJCE8-8Y2IM-GAW63,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:20
1283,NCFXUR,G74YM-7W3FX-8558Q,WN1RP-FQZTA-3JRDV,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:24
1284,NCFXUR,76BTQ-R3MDM-U1K4R,C6EPA-DOJ1K-H0VUO,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:27
1285,NCFXUR,T0Y7S-N6XG0-Z0KOI,X28S7-HK3T9-QGIFG,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:31
1286,NCFXUR,W7PVM-NZFWK-RPI5Q,IMSND-UX2OO-S9BCE,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:34
1287,NCFXUR,Y2LAN-EITUL-B0JZV,PLJ1I-5S6EY-SKKQG,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T01:58:39
1288,NCFXUR,0X70I-3984R-DI7HP,5EU88-HEKRV-PVX9B,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:42
1289,NCFXUR,Y96WN-389JM-5RJVF,IIUL5-0YDTK-0D432,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:58:46
1290,NCFXUR,ZN955-4NPOV-UY1Y2,SV2HM-0SG8K-Q32LS,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T01:58:51
1291,NCFXUR,EKFHP-OBJV8-4GIHA,OXGIP-471PI-GA2A6,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T01:58:59
1292,NCFXUR,RD3UL-9D2D5-HVAI0,TEUE0-X3397-51DSK,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:59:10
1293,NCFXUR,3ZEN9-A33VY-LU450,NR7KD-LZGWE-Q8VKD,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:59:15
1294,NCFXUR,WUSX6-GQ1MN-XLTUW,TR6NB-8YPUS-GTQHC,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:59:24
1295,NCFXUR,D2M2W-SF1RM-JSC3Y,RH9AK-2IIRK-8RTHJ,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:59:48
1296,NCFXUR,20AXJ-60VFY-64BU3,BOVLE-YS4DF-RODW5,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T01:59:52
1297,NCFXUR,IZQ4I-X111C-PTIZ2,AO9EX-YTOXQ-Z8YY7,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T02:00:04
